"order_id","order_date","required_date","shipped_date","company_name","category_name","country","product_name","discount"
10446,"1997-02-14","1997-03-14","1997-02-19","Toms Spezialitäten","Dairy Products","Germany","Gorgonzola Telino","0.1"
10446,"1997-02-14","1997-03-14","1997-02-19","Toms Spezialitäten","Grains/Cereals","Germany","Filo Mix","0.1"
10447,"1997-02-14","1997-03-14","1997-03-07","Ricardo Adocicados","Confections","Brazil","Teatime Chocolate Biscuits","0"
10447,"1997-02-14","1997-03-14","1997-03-07","Ricardo Adocicados","Condiments","Brazil","Louisiana Fiery Hot Pepper Sauce","0"
10447,"1997-02-14","1997-03-14","1997-03-07","Ricardo Adocicados","Dairy Products","Brazil","Flotemysost","0"
10448,"1997-02-17","1997-03-17","1997-02-24","Rancho grande","Confections","Argentina","Gumbär Gummibärchen","0"
10448,"1997-02-17","1997-03-17","1997-02-24","Rancho grande","Seafood","Argentina","Boston Crab Meat","0"
10449,"1997-02-18","1997-03-18","1997-02-27","Blondesddsl père et fils","Seafood","France","Ikura","0"
10449,"1997-02-18","1997-03-18","1997-02-27","Blondesddsl père et fils","Grains/Cereals","France","Filo Mix","0"
10449,"1997-02-18","1997-03-18","1997-02-27","Blondesddsl père et fils","Confections","France","Tarte au sucre","0"
10450,"1997-02-19","1997-03-19","1997-03-11","Victuailles en stock","Seafood","France","Ikura","0.2"
10450,"1997-02-19","1997-03-19","1997-03-11","Victuailles en stock","Meat/Poultry","France","Tourtière","0.2"
10451,"1997-02-19","1997-03-05","1997-03-12","QUICK-Stop","Meat/Poultry","Germany","Pâté chinois","0.1"
10451,"1997-02-19","1997-03-05","1997-03-12","QUICK-Stop","Grains/Cereals","Germany","Wimmers gute Semmelknödel","0.1"
10451,"1997-02-19","1997-03-05","1997-03-12","QUICK-Stop","Condiments","Germany","Louisiana Fiery Hot Pepper Sauce","0.1"
10451,"1997-02-19","1997-03-05","1997-03-12","QUICK-Stop","Condiments","Germany","Original Frankfurter grüne Soße","0.1"
10452,"1997-02-20","1997-03-20","1997-02-26","Save-a-lot Markets","Produce","USA","Rössle Sauerkraut","0"
10452,"1997-02-20","1997-03-20","1997-02-26","Save-a-lot Markets","Condiments","USA","Gula Malacca","0.05"
10453,"1997-02-21","1997-03-21","1997-02-26","Around the Horn","Confections","UK","Chocolade","0.1"
10453,"1997-02-21","1997-03-21","1997-02-26","Around the Horn","Beverages","UK","Outback Lager","0.1"
10454,"1997-02-21","1997-03-21","1997-02-25","La maison d'Asie","Confections","France","Pavlova","0.2"
10454,"1997-02-21","1997-03-21","1997-02-25","La maison d'Asie","Dairy Products","France","Geitost","0.2"
10454,"1997-02-21","1997-03-21","1997-02-25","La maison d'Asie","Seafood","France","Spegesild","0.2"
10455,"1997-02-24","1997-04-07","1997-03-03","Wartian Herkku","Beverages","Finland","Chartreuse verte","0"
10455,"1997-02-24","1997-04-07","1997-03-03","Wartian Herkku","Meat/Poultry","Finland","Perth Pasties","0"
10455,"1997-02-24","1997-04-07","1997-03-03","Wartian Herkku","Condiments","Finland","Sirop d'érable","0"
10455,"1997-02-24","1997-04-07","1997-03-03","Wartian Herkku","Dairy Products","Finland","Flotemysost","0"
10456,"1997-02-25","1997-04-08","1997-02-28","Königlich Essen","Confections","Germany","Sir Rodney's Scones","0.15"
10456,"1997-02-25","1997-04-08","1997-02-28","Königlich Essen","Confections","Germany","Maxilaku","0.15"
10457,"1997-02-25","1997-03-25","1997-03-03","Königlich Essen","Dairy Products","Germany","Raclette Courdavault","0"
10458,"1997-02-26","1997-03-26","1997-03-04","Suprêmes délices","Confections","Belgium","Gumbär Gummibärchen","0"
10458,"1997-02-26","1997-03-26","1997-03-04","Suprêmes délices","Produce","Belgium","Rössle Sauerkraut","0"
10458,"1997-02-26","1997-03-26","1997-03-04","Suprêmes délices","Beverages","Belgium","Ipoh Coffee","0"
10458,"1997-02-26","1997-03-26","1997-03-04","Suprêmes délices","Grains/Cereals","Belgium","Gnocchi di nonna Alice","0"
10458,"1997-02-26","1997-03-26","1997-03-04","Suprêmes délices","Dairy Products","Belgium","Flotemysost","0"
10459,"1997-02-27","1997-03-27","1997-02-28","Victuailles en stock","Produce","France","Uncle Bob's Organic Dried Pears","0.05"
10459,"1997-02-27","1997-03-27","1997-02-28","Victuailles en stock","Seafood","France","Spegesild","0.05"
10459,"1997-02-27","1997-03-27","1997-02-28","Victuailles en stock","Dairy Products","France","Mozzarella di Giovanni","0"
10460,"1997-02-28","1997-03-28","1997-03-03","Folk och fä HB","Confections","Sweden","Scottish Longbreads","0.25"
10460,"1997-02-28","1997-03-28","1997-03-03","Folk och fä HB","Beverages","Sweden","Rhönbräu Klosterbier","0.25"
10461,"1997-02-28","1997-03-28","1997-03-05","LILA-Supermercado","Confections","Venezuela","Sir Rodney's Scones","0.25"
10461,"1997-02-28","1997-03-28","1997-03-05","LILA-Supermercado","Seafood","Venezuela","Nord-Ost Matjeshering","0.25"
10461,"1997-02-28","1997-03-28","1997-03-05","LILA-Supermercado","Meat/Poultry","Venezuela","Pâté chinois","0.25"
10462,"1997-03-03","1997-03-31","1997-03-18","Consolidated Holdings","Seafood","UK","Konbu","0"
10462,"1997-03-03","1997-03-31","1997-03-18","Consolidated Holdings","Grains/Cereals","UK","Tunnbröd","0"
10463,"1997-03-04","1997-04-01","1997-03-06","Suprêmes délices","Confections","Belgium","Teatime Chocolate Biscuits","0"
10463,"1997-03-04","1997-04-01","1997-03-06","Suprêmes délices","Grains/Cereals","Belgium","Singaporean Hokkien Fried Mee","0"
10464,"1997-03-04","1997-04-01","1997-03-14","Furia Bacalhau e Frutos do Mar","Condiments","Portugal","Chef Anton's Cajun Seasoning","0.2"
10464,"1997-03-04","1997-04-01","1997-03-14","Furia Bacalhau e Frutos do Mar","Beverages","Portugal","Ipoh Coffee","0"
10464,"1997-03-04","1997-04-01","1997-03-14","Furia Bacalhau e Frutos do Mar","Grains/Cereals","Portugal","Gnocchi di nonna Alice","0.2"
10464,"1997-03-04","1997-04-01","1997-03-14","Furia Bacalhau e Frutos do Mar","Dairy Products","Portugal","Camembert Pierrot","0"
10465,"1997-03-05","1997-04-02","1997-03-14","Vaffeljernet","Beverages","Denmark","Guaraná Fantástica","0"
10465,"1997-03-05","1997-04-02","1997-03-14","Vaffeljernet","Meat/Poultry","Denmark","Thüringer Rostbratwurst","0.1"
10465,"1997-03-05","1997-04-02","1997-03-14","Vaffeljernet","Seafood","Denmark","Boston Crab Meat","0"
10465,"1997-03-05","1997-04-02","1997-03-14","Vaffeljernet","Seafood","Denmark","Rogede sild","0.1"
10465,"1997-03-05","1997-04-02","1997-03-14","Vaffeljernet","Confections","Denmark","Valkoinen suklaa","0"
10466,"1997-03-06","1997-04-03","1997-03-13","Comércio Mineiro","Dairy Products","Brazil","Queso Cabrales","0"
10466,"1997-03-06","1997-04-03","1997-03-13","Comércio Mineiro","Seafood","Brazil","Spegesild","0"
10467,"1997-03-06","1997-04-03","1997-03-11","Magazzini Alimentari Riuniti","Beverages","Italy","Guaraná Fantástica","0"
10467,"1997-03-06","1997-04-03","1997-03-11","Magazzini Alimentari Riuniti","Confections","Italy","NuNuCa Nuß-Nougat-Creme","0"
10468,"1997-03-07","1997-04-04","1997-03-12","Königlich Essen","Seafood","Germany","Nord-Ost Matjeshering","0"
10468,"1997-03-07","1997-04-04","1997-03-12","Königlich Essen","Beverages","Germany","Ipoh Coffee","0"
10469,"1997-03-10","1997-04-07","1997-03-14","White Clover Markets","Beverages","USA","Chang","0.15"
10469,"1997-03-10","1997-04-07","1997-03-14","White Clover Markets","Confections","USA","Pavlova","0.15"
10469,"1997-03-10","1997-04-07","1997-03-14","White Clover Markets","Condiments","USA","Gula Malacca","0.15"
10470,"1997-03-11","1997-04-08","1997-03-14","Bon app'","Seafood","France","Carnarvon Tigers","0"
10470,"1997-03-11","1997-04-08","1997-03-14","Bon app'","Grains/Cereals","France","Tunnbröd","0"
10470,"1997-03-11","1997-04-08","1997-03-14","Bon app'","Grains/Cereals","France","Wimmers gute Semmelknödel","0"
10471,"1997-03-11","1997-04-08","1997-03-18","B's Beverages","Produce","UK","Uncle Bob's Organic Dried Pears","0"
10471,"1997-03-11","1997-04-08","1997-03-18","B's Beverages","Grains/Cereals","UK","Gnocchi di nonna Alice","0"
10472,"1997-03-12","1997-04-09","1997-03-19","Seven Seas Imports","Beverages","UK","Guaraná Fantástica","0.05"
10472,"1997-03-12","1997-04-09","1997-03-19","Seven Seas Imports","Produce","UK","Manjimup Dried Apples","0"
10473,"1997-03-13","1997-03-27","1997-03-21","Island Trading","Dairy Products","UK","Geitost","0"
10473,"1997-03-13","1997-03-27","1997-03-21","Island Trading","Dairy Products","UK","Flotemysost","0"
10474,"1997-03-13","1997-04-10","1997-03-21","Pericles Comidas clásicas","Produce","Mexico","Tofu","0"
10474,"1997-03-13","1997-04-10","1997-03-21","Pericles Comidas clásicas","Produce","Mexico","Rössle Sauerkraut","0"
10474,"1997-03-13","1997-04-10","1997-03-21","Pericles Comidas clásicas","Seafood","Mexico","Boston Crab Meat","0"
10474,"1997-03-13","1997-04-10","1997-03-21","Pericles Comidas clásicas","Beverages","Mexico","Rhönbräu Klosterbier","0"
10475,"1997-03-14","1997-04-11","1997-04-04","Suprêmes délices","Dairy Products","Belgium","Gorgonzola Telino","0.15"
10475,"1997-03-14","1997-04-11","1997-04-04","Suprêmes délices","Condiments","Belgium","Louisiana Hot Spiced Okra","0.15"
10475,"1997-03-14","1997-04-11","1997-04-04","Suprêmes délices","Beverages","Belgium","Lakkalikööri","0.15"
10476,"1997-03-17","1997-04-14","1997-03-24","HILARION-Abastos","Meat/Poultry","Venezuela","Pâté chinois","0.05"
10476,"1997-03-17","1997-04-14","1997-03-24","HILARION-Abastos","Beverages","Venezuela","Outback Lager","0"
10477,"1997-03-17","1997-04-14","1997-03-25","Princesa Isabel Vinhos","Beverages","Portugal","Chai","0"
10477,"1997-03-17","1997-04-14","1997-03-25","Princesa Isabel Vinhos","Confections","Portugal","Sir Rodney's Scones","0.25"
10477,"1997-03-17","1997-04-14","1997-03-25","Princesa Isabel Vinhos","Beverages","Portugal","Chartreuse verte","0.25"
10478,"1997-03-18","1997-04-01","1997-03-26","Victuailles en stock","Seafood","France","Ikura","0.05"
10479,"1997-03-19","1997-04-16","1997-03-21","Rattlesnake Canyon Grocery","Beverages","USA","Côte de Blaye","0"
10479,"1997-03-19","1997-04-16","1997-03-21","Rattlesnake Canyon Grocery","Meat/Poultry","USA","Perth Pasties","0"
10479,"1997-03-19","1997-04-16","1997-03-21","Rattlesnake Canyon Grocery","Dairy Products","USA","Raclette Courdavault","0"
10479,"1997-03-19","1997-04-16","1997-03-21","Rattlesnake Canyon Grocery","Grains/Cereals","USA","Wimmers gute Semmelknödel","0"
10480,"1997-03-20","1997-04-17","1997-03-24","Folies gourmandes","Confections","France","Zaanse koeken","0"
10480,"1997-03-20","1997-04-17","1997-03-24","Folies gourmandes","Dairy Products","France","Raclette Courdavault","0"
10481,"1997-03-20","1997-04-17","1997-03-25","Ricardo Adocicados","Confections","Brazil","Maxilaku","0"
10481,"1997-03-20","1997-04-17","1997-03-25","Ricardo Adocicados","Dairy Products","Brazil","Camembert Pierrot","0"
10482,"1997-03-21","1997-04-18","1997-04-10","Lazy K Kountry Store","Seafood","USA","Boston Crab Meat","0"
10483,"1997-03-24","1997-04-21","1997-04-25","White Clover Markets","Beverages","USA","Sasquatch Ale","0.05"
10483,"1997-03-24","1997-04-21","1997-04-25","White Clover Markets","Condiments","USA","Original Frankfurter grüne Soße","0.05"
10484,"1997-03-24","1997-04-21","1997-04-01","B's Beverages","Confections","UK","Sir Rodney's Scones","0"
10484,"1997-03-24","1997-04-21","1997-04-01","B's Beverages","Seafood","UK","Boston Crab Meat","0"
10484,"1997-03-24","1997-04-21","1997-04-01","B's Beverages","Produce","UK","Manjimup Dried Apples","0"
10485,"1997-03-25","1997-04-08","1997-03-31","LINO-Delicateses","Beverages","Venezuela","Chang","0.1"
10485,"1997-03-25","1997-04-08","1997-03-31","LINO-Delicateses","Condiments","Venezuela","Aniseed Syrup","0.1"
10485,"1997-03-25","1997-04-08","1997-03-31","LINO-Delicateses","Meat/Poultry","Venezuela","Pâté chinois","0.1"
10485,"1997-03-25","1997-04-08","1997-03-31","LINO-Delicateses","Beverages","Venezuela","Outback Lager","0.1"
10486,"1997-03-26","1997-04-23","1997-04-02","HILARION-Abastos","Dairy Products","Venezuela","Queso Cabrales","0"
10486,"1997-03-26","1997-04-23","1997-04-02","HILARION-Abastos","Produce","Venezuela","Manjimup Dried Apples","0"
10486,"1997-03-26","1997-04-23","1997-04-02","HILARION-Abastos","Produce","Venezuela","Longlife Tofu","0"
10487,"1997-03-26","1997-04-23","1997-03-28","Queen Cozinha","Confections","Brazil","Teatime Chocolate Biscuits","0"
10487,"1997-03-26","1997-04-23","1997-03-28","Queen Cozinha","Confections","Brazil","Gumbär Gummibärchen","0"
10487,"1997-03-26","1997-04-23","1997-03-28","Queen Cozinha","Meat/Poultry","Brazil","Tourtière","0.25"
10488,"1997-03-27","1997-04-24","1997-04-02","Frankenversand","Dairy Products","Germany","Raclette Courdavault","0"
10488,"1997-03-27","1997-04-24","1997-04-02","Frankenversand","Seafood","Germany","Röd Kaviar","0.2"
10489,"1997-03-28","1997-04-25","1997-04-09","Piccolo und mehr","Dairy Products","Austria","Queso Cabrales","0.25"
10489,"1997-03-28","1997-04-25","1997-04-09","Piccolo und mehr","Confections","Austria","Pavlova","0"
10490,"1997-03-31","1997-04-28","1997-04-03","HILARION-Abastos","Dairy Products","Venezuela","Raclette Courdavault","0"
10490,"1997-03-31","1997-04-28","1997-04-03","HILARION-Abastos","Confections","Venezuela","Scottish Longbreads","0"
10490,"1997-03-31","1997-04-28","1997-04-03","HILARION-Abastos","Beverages","Venezuela","Rhönbräu Klosterbier","0"
10491,"1997-03-31","1997-04-28","1997-04-08","Furia Bacalhau e Frutos do Mar","Condiments","Portugal","Gula Malacca","0.15"
10491,"1997-03-31","1997-04-28","1997-04-08","Furia Bacalhau e Frutos do Mar","Condiments","Portugal","Original Frankfurter grüne Soße","0.15"
10492,"1997-04-01","1997-04-29","1997-04-11","Bottom-Dollar Markets","Confections","Canada","NuNuCa Nuß-Nougat-Creme","0.05"
10492,"1997-04-01","1997-04-29","1997-04-11","Bottom-Dollar Markets","Grains/Cereals","Canada","Singaporean Hokkien Fried Mee","0.05"
10493,"1997-04-02","1997-04-30","1997-04-10","La maison d'Asie","Condiments","France","Louisiana Fiery Hot Pepper Sauce","0.1"
10493,"1997-04-02","1997-04-30","1997-04-10","La maison d'Asie","Condiments","France","Louisiana Hot Spiced Okra","0.1"
10493,"1997-04-02","1997-04-30","1997-04-10","La maison d'Asie","Dairy Products","France","Gudbrandsdalsost","0.1"
10494,"1997-04-02","1997-04-30","1997-04-09","Comércio Mineiro","Grains/Cereals","Brazil","Gnocchi di nonna Alice","0"
10495,"1997-04-03","1997-05-01","1997-04-11","Laughing Bacchus Wine Cellars","Grains/Cereals","Canada","Tunnbröd","0"
10495,"1997-04-03","1997-05-01","1997-04-11","Laughing Bacchus Wine Cellars","Seafood","Canada","Jack's New England Clam Chowder","0"
10495,"1997-04-03","1997-05-01","1997-04-11","Laughing Bacchus Wine Cellars","Condiments","Canada","Original Frankfurter grüne Soße","0"
10496,"1997-04-04","1997-05-02","1997-04-07","Tradição Hipermercados","Dairy Products","Brazil","Gorgonzola Telino","0.05"
10497,"1997-04-04","1997-05-02","1997-04-07","Lehmanns Marktstand","Grains/Cereals","Germany","Gnocchi di nonna Alice","0"
10497,"1997-04-04","1997-05-02","1997-04-07","Lehmanns Marktstand","Dairy Products","Germany","Mozzarella di Giovanni","0"
10497,"1997-04-04","1997-05-02","1997-04-07","Lehmanns Marktstand","Condiments","Germany","Original Frankfurter grüne Soße","0"
10498,"1997-04-07","1997-05-05","1997-04-11","HILARION-Abastos","Beverages","Venezuela","Guaraná Fantástica","0"
10498,"1997-04-07","1997-05-05","1997-04-11","HILARION-Abastos","Seafood","Venezuela","Boston Crab Meat","0"
10498,"1997-04-07","1997-05-05","1997-04-11","HILARION-Abastos","Grains/Cereals","Venezuela","Singaporean Hokkien Fried Mee","0"
10499,"1997-04-08","1997-05-06","1997-04-16","LILA-Supermercado","Produce","Venezuela","Rössle Sauerkraut","0"
10499,"1997-04-08","1997-05-06","1997-04-16","LILA-Supermercado","Confections","Venezuela","Maxilaku","0"
10500,"1997-04-09","1997-05-07","1997-04-17","La maison d'Asie","Condiments","France","Genen Shouyu","0.05"
10500,"1997-04-09","1997-05-07","1997-04-17","La maison d'Asie","Produce","France","Rössle Sauerkraut","0.05"
10501,"1997-04-09","1997-05-07","1997-04-16","Blauer See Delikatessen","Meat/Poultry","Germany","Tourtière","0"
10502,"1997-04-10","1997-05-08","1997-04-29","Pericles Comidas clásicas","Seafood","Mexico","Rogede sild","0"
10502,"1997-04-10","1997-05-08","1997-04-29","Pericles Comidas clásicas","Meat/Poultry","Mexico","Perth Pasties","0"
10502,"1997-04-10","1997-05-08","1997-04-29","Pericles Comidas clásicas","Beverages","Mexico","Laughing Lumberjack Lager","0"
10503,"1997-04-11","1997-05-09","1997-04-16","Hungry Owl All-Night Grocers","Produce","Ireland","Tofu","0"
10503,"1997-04-11","1997-05-09","1997-04-16","Hungry Owl All-Night Grocers","Condiments","Ireland","Louisiana Fiery Hot Pepper Sauce","0"
10504,"1997-04-11","1997-05-09","1997-04-18","White Clover Markets","Beverages","USA","Chang","0"
10504,"1997-04-11","1997-05-09","1997-04-18","White Clover Markets","Confections","USA","Sir Rodney's Scones","0"
10504,"1997-04-11","1997-05-09","1997-04-18","White Clover Markets","Meat/Poultry","USA","Perth Pasties","0"
10504,"1997-04-11","1997-05-09","1997-04-18","White Clover Markets","Condiments","USA","Sirop d'érable","0"
10505,"1997-04-14","1997-05-12","1997-04-21","Mère Paillarde","Confections","Canada","Tarte au sucre","0"
10506,"1997-04-15","1997-05-13","1997-05-02","Königlich Essen","Confections","Germany","NuNuCa Nuß-Nougat-Creme","0.1"
10506,"1997-04-15","1997-05-13","1997-05-02","Königlich Essen","Beverages","Germany","Outback Lager","0.1"
10507,"1997-04-15","1997-05-13","1997-04-22","Antonio Moreno Taquería","Beverages","Mexico","Ipoh Coffee","0.15"
10507,"1997-04-15","1997-05-13","1997-04-22","Antonio Moreno Taquería","Confections","Mexico","Chocolade","0.15"
10508,"1997-04-16","1997-05-14","1997-05-13","Ottilies Käseladen","Seafood","Germany","Konbu","0"
10508,"1997-04-16","1997-05-14","1997-05-13","Ottilies Käseladen","Beverages","Germany","Chartreuse verte","0"
10509,"1997-04-17","1997-05-15","1997-04-29","Blauer See Delikatessen","Produce","Germany","Rössle Sauerkraut","0"
10510,"1997-04-18","1997-05-16","1997-04-28","Save-a-lot Markets","Meat/Poultry","USA","Thüringer Rostbratwurst","0"
10510,"1997-04-18","1997-05-16","1997-04-28","Save-a-lot Markets","Beverages","USA","Rhönbräu Klosterbier","0.1"
10511,"1997-04-18","1997-05-16","1997-04-21","Bon app'","Condiments","France","Chef Anton's Cajun Seasoning","0.15"
10511,"1997-04-18","1997-05-16","1997-04-21","Bon app'","Produce","France","Uncle Bob's Organic Dried Pears","0.15"
10511,"1997-04-18","1997-05-16","1997-04-21","Bon app'","Condiments","France","Northwoods Cranberry Sauce","0.15"
10512,"1997-04-21","1997-05-19","1997-04-24","Familia Arquibaldo","Beverages","Brazil","Guaraná Fantástica","0.15"
10512,"1997-04-21","1997-05-19","1997-04-24","Familia Arquibaldo","Seafood","Brazil","Spegesild","0.15"
10512,"1997-04-21","1997-05-19","1997-04-24","Familia Arquibaldo","Confections","Brazil","Zaanse koeken","0.15"
10512,"1997-04-21","1997-05-19","1997-04-24","Familia Arquibaldo","Dairy Products","Brazil","Camembert Pierrot","0.15"
10513,"1997-04-22","1997-06-03","1997-04-28","Die Wandernde Kuh","Confections","Germany","Sir Rodney's Scones","0.2"
10513,"1997-04-22","1997-06-03","1997-04-28","Die Wandernde Kuh","Dairy Products","Germany","Mascarpone Fabioli","0.2"
10513,"1997-04-22","1997-06-03","1997-04-28","Die Wandernde Kuh","Condiments","Germany","Sirop d'érable","0.2"
10514,"1997-04-22","1997-05-20","1997-05-16","Ernst Handel","Confections","Austria","Sir Rodney's Marmalade","0"
10514,"1997-04-22","1997-05-20","1997-05-16","Ernst Handel","Produce","Austria","Rössle Sauerkraut","0"
10514,"1997-04-22","1997-05-20","1997-05-16","Ernst Handel","Grains/Cereals","Austria","Gnocchi di nonna Alice","0"
10514,"1997-04-22","1997-05-20","1997-05-16","Ernst Handel","Condiments","Austria","Louisiana Fiery Hot Pepper Sauce","0"
10514,"1997-04-22","1997-05-20","1997-05-16","Ernst Handel","Beverages","Austria","Rhönbräu Klosterbier","0"
10515,"1997-04-23","1997-05-07","1997-05-23","QUICK-Stop","Meat/Poultry","Germany","Mishi Kobe Niku","0.15"
10515,"1997-04-23","1997-05-07","1997-05-23","QUICK-Stop","Confections","Germany","Pavlova","0"
10515,"1997-04-23","1997-05-07","1997-05-23","QUICK-Stop","Confections","Germany","Schoggi Schokolade","0"
10515,"1997-04-23","1997-05-07","1997-05-23","QUICK-Stop","Dairy Products","Germany","Geitost","0.15"
10515,"1997-04-23","1997-05-07","1997-05-23","QUICK-Stop","Dairy Products","Germany","Camembert Pierrot","0.15"
10516,"1997-04-24","1997-05-22","1997-05-01","Hungry Owl All-Night Grocers","Seafood","Ireland","Carnarvon Tigers","0.1"
10516,"1997-04-24","1997-05-22","1997-05-01","Hungry Owl All-Night Grocers","Seafood","Ireland","Jack's New England Clam Chowder","0.1"
10516,"1997-04-24","1997-05-22","1997-05-01","Hungry Owl All-Night Grocers","Grains/Cereals","Ireland","Singaporean Hokkien Fried Mee","0"
10517,"1997-04-24","1997-05-22","1997-04-29","North/South","Grains/Cereals","UK","Filo Mix","0"
10517,"1997-04-24","1997-05-22","1997-04-29","North/South","Dairy Products","UK","Raclette Courdavault","0"
10517,"1997-04-24","1997-05-22","1997-04-29","North/South","Beverages","UK","Outback Lager","0"
10518,"1997-04-25","1997-05-09","1997-05-05","Tortuga Restaurante","Beverages","Mexico","Guaraná Fantástica","0"
10518,"1997-04-25","1997-05-09","1997-05-05","Tortuga Restaurante","Beverages","Mexico","Côte de Blaye","0"
10518,"1997-04-25","1997-05-09","1997-05-05","Tortuga Restaurante","Condiments","Mexico","Gula Malacca","0"
10519,"1997-04-28","1997-05-26","1997-05-01","Chop-suey Chinese","Seafood","Switzerland","Ikura","0.05"
10519,"1997-04-28","1997-05-26","1997-05-01","Chop-suey Chinese","Grains/Cereals","Switzerland","Gnocchi di nonna Alice","0"
10519,"1997-04-28","1997-05-26","1997-05-01","Chop-suey Chinese","Dairy Products","Switzerland","Camembert Pierrot","0.05"
10520,"1997-04-29","1997-05-27","1997-05-01","Santé Gourmet","Beverages","Norway","Guaraná Fantástica","0"
10520,"1997-04-29","1997-05-27","1997-05-01","Santé Gourmet","Meat/Poultry","Norway","Perth Pasties","0"
10521,"1997-04-29","1997-05-27","1997-05-02","Cactus Comidas para llevar","Beverages","Argentina","Steeleye Stout","0"
10521,"1997-04-29","1997-05-27","1997-05-02","Cactus Comidas para llevar","Seafood","Argentina","Jack's New England Clam Chowder","0"
10521,"1997-04-29","1997-05-27","1997-05-02","Cactus Comidas para llevar","Confections","Argentina","Scottish Longbreads","0"
10522,"1997-04-30","1997-05-28","1997-05-06","Lehmanns Marktstand","Beverages","Germany","Chai","0.2"
10522,"1997-04-30","1997-05-28","1997-05-06","Lehmanns Marktstand","Condiments","Germany","Northwoods Cranberry Sauce","0"
10522,"1997-04-30","1997-05-28","1997-05-06","Lehmanns Marktstand","Seafood","Germany","Nord-Ost Matjeshering","0.2"
10522,"1997-04-30","1997-05-28","1997-05-06","Lehmanns Marktstand","Seafood","Germany","Boston Crab Meat","0.2"
10523,"1997-05-01","1997-05-29","1997-05-30","Seven Seas Imports","Meat/Poultry","UK","Alice Mutton","0.1"
10523,"1997-05-01","1997-05-29","1997-05-30","Seven Seas Imports","Confections","UK","Sir Rodney's Marmalade","0.1"
10523,"1997-05-01","1997-05-29","1997-05-30","Seven Seas Imports","Seafood","UK","Gravad lax","0.1"
10523,"1997-05-01","1997-05-29","1997-05-30","Seven Seas Imports","Seafood","UK","Jack's New England Clam Chowder","0.1"
10524,"1997-05-01","1997-05-29","1997-05-07","Berglunds snabbköp","Seafood","Sweden","Ikura","0"
10524,"1997-05-01","1997-05-29","1997-05-07","Berglunds snabbköp","Seafood","Sweden","Nord-Ost Matjeshering","0"
10524,"1997-05-01","1997-05-29","1997-05-07","Berglunds snabbköp","Beverages","Sweden","Ipoh Coffee","0"
10524,"1997-05-01","1997-05-29","1997-05-07","Berglunds snabbköp","Meat/Poultry","Sweden","Tourtière","0"
10525,"1997-05-02","1997-05-30","1997-05-23","Bon app'","Seafood","France","Inlagd Sill","0"
10525,"1997-05-02","1997-05-30","1997-05-23","Bon app'","Seafood","France","Boston Crab Meat","0.1"
10526,"1997-05-05","1997-06-02","1997-05-15","Wartian Herkku","Beverages","Finland","Chai","0.15"
10526,"1997-05-05","1997-06-02","1997-05-15","Wartian Herkku","Seafood","Finland","Konbu","0"
10526,"1997-05-05","1997-06-02","1997-05-15","Wartian Herkku","Grains/Cereals","Finland","Gnocchi di nonna Alice","0.15"
10527,"1997-05-05","1997-06-02","1997-05-07","QUICK-Stop","Condiments","Germany","Chef Anton's Cajun Seasoning","0.1"
10527,"1997-05-05","1997-06-02","1997-05-07","QUICK-Stop","Seafood","Germany","Inlagd Sill","0.1"
10528,"1997-05-06","1997-05-20","1997-05-09","Great Lakes Food Market","Dairy Products","USA","Queso Cabrales","0"
10528,"1997-05-06","1997-05-20","1997-05-09","Great Lakes Food Market","Dairy Products","USA","Geitost","0.2"
10528,"1997-05-06","1997-05-20","1997-05-09","Great Lakes Food Market","Dairy Products","USA","Mozzarella di Giovanni","0"
10529,"1997-05-07","1997-06-04","1997-05-09","Maison Dewey","Meat/Poultry","Belgium","Pâté chinois","0"
10529,"1997-05-07","1997-06-04","1997-05-09","Maison Dewey","Confections","Belgium","Scottish Longbreads","0"
10529,"1997-05-07","1997-06-04","1997-05-09","Maison Dewey","Dairy Products","Belgium","Gudbrandsdalsost","0"
10530,"1997-05-08","1997-06-05","1997-05-12","Piccolo und mehr","Meat/Poultry","Austria","Alice Mutton","0"
10530,"1997-05-08","1997-06-05","1997-05-12","Piccolo und mehr","Beverages","Austria","Ipoh Coffee","0"
10530,"1997-05-08","1997-06-05","1997-05-12","Piccolo und mehr","Condiments","Austria","Sirop d'érable","0"
10530,"1997-05-08","1997-06-05","1997-05-12","Piccolo und mehr","Beverages","Austria","Lakkalikööri","0"
10531,"1997-05-08","1997-06-05","1997-05-19","Océano Atlántico Ltda.","Dairy Products","Argentina","Raclette Courdavault","0"
10532,"1997-05-09","1997-06-06","1997-05-12","Eastern Connection","Seafood","UK","Nord-Ost Matjeshering","0"
10532,"1997-05-09","1997-06-06","1997-05-12","Eastern Connection","Condiments","UK","Louisiana Hot Spiced Okra","0"
10533,"1997-05-12","1997-06-09","1997-05-22","Folk och fä HB","Condiments","Sweden","Chef Anton's Cajun Seasoning","0.05"
10533,"1997-05-12","1997-06-09","1997-05-22","Folk och fä HB","Dairy Products","Sweden","Mozzarella di Giovanni","0"
10533,"1997-05-12","1997-06-09","1997-05-22","Folk och fä HB","Seafood","Sweden","Röd Kaviar","0.05"
10534,"1997-05-12","1997-06-09","1997-05-14","Lehmanns Marktstand","Seafood","Germany","Nord-Ost Matjeshering","0"
10534,"1997-05-12","1997-06-09","1997-05-14","Lehmanns Marktstand","Seafood","Germany","Boston Crab Meat","0.2"
